title	label
Macys sent a letter to Rick Perry urging him to veto equal pay bill.	0
Says Ted Cruzs father was with Lee Harvey Oswald before the assassination of President John F. Kennedy.	5
Says Mitt Romney would deny gay people the right to adopt children.	4
Says U.S. Rep. Bruce Poliquin voted to force seniors to pay more for prescription drugs.	2
Austin is the biggest city in America with a Tier One research university (UT-Austin) but without a medical school.	1
On protecting Social Security benefits and changing the retirement age.	4
Legally, it doesnt make any difference which state district you live in when running for Congress.	0
Says his tax and fee cuts will save households $540 over two years.	3
Americans bought into climate change in 2004-06, but then most began wandering away from this issue.	2
Baseball and insurance are the only industries exempt from antitrust laws.	4
The health care law includes tort reform.	4
Says women care most about jobs and the economy	0
Already, the Affordable Care Act is helping to slow the growth of (Medicares) health care costs.	2
Mt. Hood Community College is No. 1 on average and top faculty pay and benefits.	1
The health care bills will be mandated spending. You cant cut it, regardless of the budget circumstances.	2
If the U.S. stops adding to the Strategic Petroleum Reserve, it "will lessen worldwide demand for oil" and reduce prices.	3
Every survey shows strong satisfaction with private coverage.	2
Says 600,000 to 700,000 government workers have been laid off in the last year and a half	1
China is trying to develop nuclear capability.	5
I cast the deciding vote extending Medicaid health care coverage to 50,000 of our fellow citizens,	3
Says that as president, Barack Obama has not gone to the Texas-Mexico border	4
Today, the deficit is below the average deficits over the past 40 years.	1
Says approximately 70 percent of jobs created in the United States in November 2007-2008 were in Texas.	4
Next year, you will be mandated by federal law to get rid of your existing light bulbs.	5
Were not allowed to read it (the Trans-Pacific Partnership) before representatives vote on it.	3
Our average private sector employee pays 23 percent for their health care. Our average city worker in Ohio pays 9 percent.	0
Says Republicans have declared that theyre going to convert the Medicare program into a voucher program.	1
A recent report from the presidents deficit commission was completely empty on controlling health care costs.	4
New financial regulation "actually guarantees future bailouts of Wall Street banks."	4
Bill Nelsons vote for the Affordable Care Act cuts $500 billion from Medicare to pay for new government programs.	3
Congress is on a five-week vacation.	3
The American people dont want us to raise taxes.	3
Says U.S.-Mexico border has 1 million legal border crossings each and every day.	1
Rick Scott's even saying he wants more offshore drilling.	0
Says more Austinites voted in the citys 1973 election featuring a mayors race than in the citys most recent mayoral election.	0
The voting public had no say in the Atlanta regions proposed transportation project list.	3
Experts say the property tax is the most harmful to economic growth and . . . the sales tax is least harmful.	3
TriMet is spending 4.2 million in fed funds to save $168K per year.	1
Peachtree and Pine is one of the leading sites for tuberculosis in the nation.	1
(McCain) was opposed to ethanol. Now he's for it.	1
Cancer and matters to do with kidney failure kill more people in Kenya today than malaria, tuberculosis and AIDS combined.	4
750 days since Bill Nelson the Democrats in the Senate passed a budget. How can this be justified?	2
Rhode Islands teen binge drinking rate is double the national average.	4
Medicaid patients were 97 percent more likely to die than those with private insurance.	3
Demand for public transportation is reaching record levels in Wisconsin.	4
Today gasoline hit $6 a gallon in Florida.	5
The majority of Austinites rent the places they live.	0
Even Richard Nixon released his tax returns to the public when he was running for president ...	3
Weve seen in this last year tremendous things happening, including our unemployment rate come down 2 percentage points.	4
Forty-seven percent of (members of Congress) are millionaires.	0
There was a loss of eight million jobs during the Bush eight years.	5
Hes been in office nearly four years now, but 40% of Wisconsinites dont know who (U.S. Sen.) Ron Johnson is.	3
New England already has access to ample supplies of natural gas.	0
Today there are more men and women out of work in America than there are people working in Canada.	4
Iraq is costing each household about $100 a month.	0
Our jobless rate, our unemployment rate, is the lowest of all of the big cities in New Jersey.	4
Crime in Atlanta is down 18 percent since 2009.	0
Says there are $500 billion in Medicare cuts required to pay for this flawed [health care law].	3
Obama said (the individual mandate) wasnt a tax.	0
Refinanced $232.6 million in bonds, resulting in reduced debt service for the City.	2
Supreme Court nominee Merrick Garland voted to uphold D.C.s ban on handguns.	4
Between 1990 and 2013, the maternal mortality rate for women in the U.S. has increased by 136%.	3
Since I took office, weve created 76,800 jobs.	1
We have 33,000 people a year who die from guns.	1
If there were not derivatives, there would be no bank loans at all today.	3
Rep. Robert Hurt voted again today to end Medicare and raise health care costs for Virginia seniors.	4
The Obama administration actually cut out the democracy in Egypt funds inside the State Department.	2
On torture.	2
Ted Strickland destroyed Ohio jobs when he busted the budget.	4
U.S. Senate candidate Jack Kingston spent our tax dollars on thousands of wasteful earmarks.	3
The federal government is sending refugees to states with governors who are Republicans, not to the Democrats.	5
The Democrats are responsible for the swift, mindless drawdown of a military that was generations in the making.	3
Rhode Island has the most burdensome level of health-insurance mandates in the nation.	2
The national unemployment rate has been above 8 percent for a record 36 months.	3
Says Marco Rubio didnt show up for a vote on his own bill on sanctions against Hezbollah.	3
It (Georgia) was one of the earliest Christian nations. The king of then-Georgia in the third century converted to Christianity.	1
Amendment 2 will put almost 2,000 pot shops in Florida ... more pot shops than Walmart and Walgreens combined.	2
In the Republican presidential debate in New Hampshire, none of the candidates mentioned the middle class or education.	3
Says Romney invested in a firm that made goods in China that could have been made here in America.	3
The health care reform bill -- on Page 16 -- outlaws private insurance.	5
When Rachel Zenzinger was on the Arvada City Council, she voted to spend taxpayer funds for a junket to China.	5
Hydrogen sulfide . . . [was] used in the genocide of Jews in Germany.	4
Says U.S. Sen. Ron Johnson, R-Wisconsin, was elected in a very low turnout race.	2
More than half of our unemployed Ohioans have been out of work for six months or more.	1
Says five Democratic state senators were for her bicycle tailgating bill before they were against it.	0
Theres not a single, solitary example that signing the bill to end Glass-Steagall had anything to do with the financial crash.	1
On support for the Export-Import Bank	4
92 percent of President Barack Obamas administration has never worked outside government.	4
The stimulus bill "didnt create one new job."	5
Says U.S. Senate opponent Ron Johnson is opposed to all government-assisted student loans.	1
Big Oil gave Scott Brown $454,260.	2
Says El Paso is the safest city of our size in the nation.	2
Says the stimulus bill sent tax credits overseas, such as $1.2 billion to a solar company thats building a plant in Mexico.	5
Im ninth generation from New Hampshire.	2
Wisconsin Republicans repealed a statewide fair pay law that made sure women are treated fairly on the job.	1
Under a proposed Georgia law, women who miscarry could become felons.	1
Since 2000, when he entered politics, Jon Husted has been on the ballot six times for three different political offices.	0
(Paul Ryan) has actually proposed three total, three bills that have become law in his entire career dating back to 1999.	1
Only the State of New York spends more money on Medicaid than the State of New Jersey.	4
Cantors campaign spent more at steakhouses than Brat spent on his entire campaign.	0
The average South Korean is3 inches taller than the average North Korean, a huge gulag.	0
We cut property taxes by one-third.	3
Says her accomplishments include a fiscally responsible budget agreement that controls state spending.	5
Says David Perdue built his business career outsourcing American jobs.	2
Some of the colleges, including AM, have already guaranteed that they will not increase their tuition.	3
Austin was the site of the first mass shooting in the country.	4
Says President Obama has fired more cruise missiles than all other Peace Prize winners combined.	0
The Legislature needs to spend $500 million to shore up the pension fund this year and the next 28 years to keep it afloat.	2
More than one-quarter of Americas young adults are too fat to serve in the U.S. military	0
Van Jones is an avowed, self-avowed radical revolutionary communist.	3
New Castle Countys unemployment rate has not almost doubled in the last two years.	0
Says he balanced the budget without raising taxes.	3
(Sen. Robert) Gordon cost us money, exempting the Newark sports arena from paying property taxes and sticking us with the bill.	3
(McCain) said he was opposed to overturning Roe v. Wade. Now he's for overturning Roe v. Wade.	2
Says Bruce Braley threatened to sue a neighbor over chickens that came onto (his) property.	4
Income inequality is worse in towns run by Democrat mayors than in towns run by Republican mayors.	2
Republicans Chuck Grassley, John Boehner and John Mica flip-flopped on providing end-of-life counseling for the elderly.	2
The FBI is involved in an investigation about people in the Rio Grande Valley who are using cocaine to buy votes.	1
Says Marco Rubio wrote and passed bipartisan legislation allowing the VA to fire negligent workers.	1
Says Romney and Bain Capital drove KB Toys into bankruptcy by loading it up with debt.	3
The best evidence is that you lose -- if you use marijuana as a teenager regularly -- eight IQ points.	2
We havent passed a budget in more than three years and not a single appropriations bill has been brought to the floor this year.	0
Were practically not allowed to use coal any more. What do we do with our coal? We ship it to China and they spew it in the air.	3
Deepwaters own testimony . . . is they said theyll create six jobs.	2
There is a 34 percent increase in violent crime in the state of California. And thats just within the last year.	4
Marco Rubio says Solo Ingles (English only).	4
Goldman Sachs was Barack Obama's "No. 1 private contributor."	0
Say this biennium, liquor sales account for nearly $1 billion in the state budget.	4
Says he balanced the Milwaukee County budget without raising taxes five years in a row.	2
A clear majority of Americans support removing the cost-sharing requirement for prescription contraceptive coverage.	1
Oregon, once again, remains among the top five hungriest states in the nation.	2
Says he voted for even stronger protections (in the Violence Against Women Act)than Obamas agenda will allow.	3
The cost of college education has gone up 1,200 percent since 1978.	2
Early census returns are showing that conservatives have been measurably less likely than liberals to return their census forms.	4
The church Barack Obama belongs to only admits black people.	4
Ben Bernanke has been the most inflationary chairman in the history of the Federal Reserve.	3
Bill Young uses his campaign money for, among other things, a luxury car.	0
Says excise taxes are...disproportionately burdening middle- and lower-income consumers.	1
After actions by Gov. Scott Walker and Republicans, Wisconsin is dead broke.	5
Georgia still has one of the richest programs in terms of scholarships for students to go to college.	0
In order to pass the CRCT in Georgia, you simply have to get half of the answers correct.	1
Obamacare medical device tax has led to the loss of thousands of jobs in U.S.	2
Human error, such as skipping a community in the Wisconsin Supreme Court race, is common in (the vote-tabulation) process.	3
At Twin River, were more than competitive with nearby casinos in slot machine payouts.	1
The substitute budget now adds in tax breaks and tax deductions for those who buy these prisons.	0
In reality, gas produced by fracking is worse for the climate than coal.	2
The Children's Defense Fund rated McCain as the worst senator in Congress for children.	0
Say in November 2010, voters overwhelmingly supported the idea of creating a (library) district.	2
Donald Trump has described Hillary Clinton as one of the best secretaries of state in history.	3
Says under President Barack Obama, the United States has created five million jobs.	2
With this reform, every insured American gets valuable consumer protections, and every uninsured American can become insured.	0
National debt plus unfunded liabilities adds up to $520,000 per American household.	2
Rev. Wright said "that al-Qaida and the American flag were the same flags."	3
The average 401(k) in America of a person whos 60 years old is under $100,000.	1
Says Mitt Romney wants to end tax credits for wind producers.	0
By the time Obama took office, The Bush administration had given the car companies $13 billion and the money was now gone.	1
Obamacare will mean 2.1 million fewer jobs by 2021.	2
President Obama has declared disasters in 48 of 50 states this year.	1
Each vegan spares more than 100 animals every year.	3
I have given $30,000 of my unused travel expenses over the years to supplement the school systems general budget.	2
The deal to raise the nations debt ceiling will directly link a debt ceiling increase to spending cuts for the first time ever.	4
Sixteen thousand new Internal Revenue Service agents will be empowered to enforce the new health care legislation.	3
The Chinese government provides their people no access to the Internet.	3
Says that except for foreign policy, Ron Pauls voting record and his voting record are virtually identical.	0
The African-American community lost half of their wealth as a result of the Wall Street collapse.	0
What concerns me is there is only two sentences that have been written about minority business.	2
If the Republicans were the majority, (Rep. Barton) would have actually the gavel and the chairmanship.	2
On campaign contributions from electric utilities.	4
By the way, Im not raising tolls 50 percent....Jon Corzine did.	0
Over the past three years, deep poverty has reached its highest level on record.	0
Says Bernie Sanders is going to tax you people at 90 percent.	5
Pam Bonditold a group of lobbyists shell side with corporate special interests as attorney general.	3
Says Romney wants to add $2 trillion to the defense budget that the military hasnt asked for.	0
U.S. Rep. Phil Gingrey wants public schools to teach women to stay in their place.	5
As the election tracker FiveThirtyEight has reported, whoever wins Pennsylvania will be our next President.	3
The U.S.tax rate on successful small businesses is 44.6 percent, while the business tax rate in Canada is 15 percent.	0
You cannot get (Ebola) from just riding on a plane or bus.	1
We currently have one guy who is in charge of painting the entire Milwaukee County parks system.	2
Deer baiting, planned for Block Island by DEM, is illegal in Rhode Island.	0
Liberty University students were mandated to attend Sen. Ted Cruzs presidential announcement or they would be fined.	0
Hundreds of thousands of (illegal immigrants are) going to state and federal penitentiaries.	3
Slim Jims just recently cost 99 cents but now cost $2.69.	4
President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.	1
Weve seen our deficits cut by two-thirds.	1
The city of Houston now has more debt per capita than California.	2
Says Patrick Murphy is one of only three Democrats in the House today who voted to create the Benghazi committee.	1
Says Patrick Murphy embellished, according to reports, his University of Miami academic achievement.	1
Says Jeanne Shaheen got behind the idea of using the IRS to target American citizens for their political views.	3
We lock up close to 2.4 million people in this country. Were locking up more people than China and Russia.	1
You can fill out your tax return in Estonia online in five minutes.	0
In 2010 about 75 percent of child abuse and neglect reports in Oregon were made by those required to report by law.	0
OShaughnessy even voted for her own personal stimulus package -- a taxpayer-funded pay raise for herself.	4
When Washington liberals wanted to take away our guns, Chet said no.	4
Says Marco Rubio endorsed Obamacare for his own family.	3
There are many health insurance plans that will cover Viagra but won't cover birth-control medication.	3
Says Ken Cuccinelli attacked churches for helping the poor.	4
We have created new jobs here in Cranston -- more than 1,000.	1
Says Michele Bachmann said, The Chinese built a Great Wall 5,000 years ago. You dont see any illegal Mexicans in China.	5
Rhode Islands state pension system underperformed the median three out of the four years that Mr. [Frank] Caprio was in office.	1
The Obama administration is "cutting back on defense"	2
Transporting drugs is the price of admission for people crossing the border illegally.	5
Charlie Crist stopped layoffs of some 20,000 school teachers during the global economic meltdown.	2
Says Hillary Clinton supported and continues to support fracking.	1
A filibuster has never really been successfully used against a Supreme Court justice.	4
North Carolinas coast is possibly the best place in (the) U.S. for an offshore windfarm.	1
Says Russ Feingold supported a stimulus plan that allowed a company to create 3,000 jobs in China.	3
Says Paul Ryans budget would turn Medicare into a voucher.	1
Says he has "the most impressive education record" of the Republican candidates.	2
Obamacare is going to increase the divorce rate.	4
A Republican bill that would change John Doe criminal investigations is creating exceptions in the law for politicians.	1
Says we allow more people into America legally than all other countries on the planet combined.	3
Providence is one of the busiest fire departments for its relative size in the country.	0
We now have a pro-American president in France, which shows if you live long enough, anything can happen in this world.	2
Says Chris Christie instituted an Internet sales tax.	3
No federal official at any level is currently allowed to say Merry Christmas.	5
Obama "refused to not only put his hand on his heart during the Pledge of Allegiance, but refused to say the pledge."	4
Says he never called teachers thugs and has said nothing but great things about them during the fight over his curbs on unions	2
Nevada Republican Senate nominee Joe Heck voted to criminalize abortion for rape victims.	2
The Democratic Party is getting smaller and smaller and smaller.	3
Says Hillary Clintons been very clear where she stands on trade.	3
On the status of illegal immigrants	4
A new presidential helicopter is now going to cost as much as Air Force One.	1
Utah was the No. 1 job creator in this country during my years of service as governor, with a 5.9 percent increase in jobs.	2
In 1993 the Republicans embraced a health platform that proudly features an individual mandate as its main component.	2
(Jack Kingston) had more earmarks at one time than every member of the Georgia delegation put together.	4
You see 34 people (are) murdered every single day by gunfire in America.	1
I stopped requesting earmarks in 2008.	0
Says he supported the 1994 crime bill because there is a ban on assault weapons in that bill.	2
Says Donald Trump bans disabled veterans from his high rise.	3
Youre more likely to get struck by lightning in Texas thanfind in-person voter fraud.	0
Georgia has one of the nations highest jet fuel taxes.	1
On whether the federal government should set a minimum wage	4
Obama's proposed budget doubles the debt in five years, triples it in 10 years.	1
Of the states that have a lieutenant governor, many are currently discussing the need for such an obsolete office.	3
Since 2010, eight children in Georgia have died due to vehicular heatstroke.	0
Every day, 34 Americans are murdered with guns.	1
Says Bill Nelson sold agricultural land for home development, pocketing at least $1.4 million.	3
Says John Kerry is the first secretary of state to rely primarily on a government account.	1
U.S. troops are getting only 4 hours of Ebola training before deployment to Liberia.	3
Says eight Americans died in a knife attack at a Minnesota mall.	4
Says Paul Ryan wants to cut Pell Grant scholarships for nearly 10 million students.	2
Says he has engaged in the political process only in the past decade.	4
One thing that is much more unpopular than the Affordable Care Act is repealing the Affordable Care Act.	1
The Brady Campaign has given me a 100 percent, not 99, 100 percent rating.	2
The CIA paid two psychologists $81 million to develop and run their torture program.	1
[N]early one in three primary care doctors are forced to limit the number of Medicare patients they see.	1
Says Marco Rubios proposed college affordability overhaul would specifically benefit for-profit colleges.	3
On Obama, "The press warns the 'Taxman Cometh.'"	3
Human trafficking is the third-biggest criminal enterprise in the world.	1
On the Arizona immigration law.	2
On offshore drilling.	2
Too many tattoos on visible body parts keepsome applicants out of the military.	0
A proposed bill in the Florida Legislature would authorize the public hoarding of cats by feral cat activists.	2
You lie! (in response to President Obama saying health reform would not insure illegal immigrants.)	4
Pope Francis uses a modest compact car to get around, while Creflo Dollar drives an expensive sports car.	5
Tax increases could come into play as a result of the debt ceiling deal.	1
My judicial nominees have waited three times longer to receive confirmation votes than those of my Republican predecessor.	2
President Barack Obama has weakened the respect for America abroad.	3
The fact is it's not amnesty.	0
The average American family saw income rise $7,500 under Bill Clinton and decline $2,000 under George Bush.	2
I was able to go and buy an automatic weapon Most people can go out and buy an automatic weapon.	4
When Mitt Romney was governor, Massachusetts ranked 47th out of 50 states in job creation.	2
People (are) paying more in taxes than they will for food, housing and clothing combined.	2
The Democrats plan to raise your tax rates to 70 or 80 percent.	4
$3 billion over the next five years will be taken out of our public schools and be put into vouchers.	3
Says Hillary Clintons energy agenda will cost the U.S. economy over $5 trillion	4
Says the D.C.citycouncilpasseda lawbanninglethalrat trapping.	5
Roy Cooper wont say how he will pay for free college tuition.	2
Says Fran DeWines made-from-scratch dinner rolls are a delicious favorite in a traditional Thanksgiving dinner.	0
California has more kids in poverty ... than virtually any other state.	1
The Obama-GOP compromise raises taxes, it raises the death tax.	3
Husbands rarely beat up their wives. Single women get beaten up more.	2
Over the last two years since President Obama has taken office, the federal government has added 200,000 new federal jobs.	4
Says Hillary Clinton took money from kings of Saudi Arabia and Morocco and Oman and Yemen.	2
Says that President Obama said that Small Businesses Succeed Because of Government.	4
The Republican governor who stood up and cut spending instead of raising taxes.	2
Kohls Department Stores in 2012 announced the creation of 3,000 new jobs.	2
Says Ron Johnson supported a plan to cut benefits and raise the retirement age for Social Security.	3
Mitt Romney says the next president doesn't need foreign policy experience.	1
Says we brought crime rate down by 30 percent when he was mayor of Dallas.	1
Says Floridas pension plan faces the same long-term funding problems as Social Security.	2
Royalties foroil and other energy sources are the "second-largest revenue source to the federal government after the IRS."	4
The No. 2 owner of Fox News is Prince Alwaleed bin Talal, who said, A strong American Government is not good for us.	3
Says the Congressional Budget Office said unemployment could top 9 percent in 2013	3
When NAFTA was passed, there was an acceleration of immigration from Mexico because people were in search of jobs.	2
Sen. Sanders did vote five times against the Brady bill.	0
I have never supported cap and trade.	1
The non-partisan Congressional Budget Office concluded ObamaCare will cost the U.S. more than 800,000 jobs.	3
30,000 Arizonans may have no choice on Affordable Care Act coverage.	1
There are corporations in this nation, some of the biggest corporations in this nation, who do not pay taxes.	0
The United States has a supply of "more than 100 years of natural gas."	2
Says Virginia House Republicans are sacrificing $5 million a day in U.S. funds by refusing to expand Medicaid.	1
I represent the fourth-poorest (congressional) district in the nation.	4
The federal health care law tells the American people precisely what type of coverage they have to have.	2
Ohios lost more jobs in March than any other state in the nation.	1
Says Patrick Murphy wrongly conveyed Rubios stance on abortion for women infected by Zika.	4
Income inequality seems to be worst in cities run by Democrats.	2
A recent drop in the unemployment rate is questionable because it was calculated over two days of the Thanksgiving week.	4
In his first TV interview as president, Obama said we should talk to Iran.	0
I have never voted for a tax increase.	4
Says U.S. Reps. Phil Gingrey and Jack Kingston have even changed votes to what I voted, multiple times.	3
Hillary Clinton and Barack Obama want to raise taxes on dividends, a move that would crash the stock market.	3
Proof of citizenship isnt necessary before you register to vote in Florida.	3
Says Florida is one of a few or perhaps the only state that has a statewide review of local land use and zoning decisions.	2
My husband has not withheld a single document.	2
Why was there no news coverage of this raid on the Arizona border? Seizure was just five days ago. Right on the Arizona border!	5
Say Portland Public Schools central administration makes up less than 4 percent of the staff.	1
Says Mitt Romney has changed his position on supporting the TARP program.	4
The St. Norbert College/Wisconsin Public Radio poll has been wrong in almost every election.	4
President Obama has no plan to reduce the deficit, let alone pay down the debt.	3
Theres just one piece of legislation that is now law with Sen. Ted Cruzsname on it.	1
FACT: Repealing Obamacare would be easier than repealing Prohibition.	2
The majority of Americans now doubt that our children will have a better future.	2
McCain "said no to higher fuel-efficiency standards for cars."	3
The Constitution doesnt allow the governor to not-spend appropriations funds.	2
One third of all federal prisoners today are illegal immigrants.	3
Each Georgia taxpayer would have to send $5,000 to the treasury to cover the states debt.	3
Says Mitt Romney wrote that if Social Security was done in the private sector, it would be called criminal.	3
A record number of Hispanics were elected to the U.S House of Representatives...	1
Theyve seen employer-supported coverage increase in Massachusetts after this law (Romneycare) was implemented.	0
Says its not true that Florida black bears are an apex predator.	2
Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.	0
An Iowa policy "provides for a state round up of Iowa citizens who might be exposed to the swine flu virus."	4
Says U.S. Sen. Bill Nelson voted with the Democrats in Congress nearly 95 percent of the time.	2
Says proposed teacher contract would layer on more restrictive rules.	0
Richard Hayne, president and CEO of Urban Outfitters (is) a supporter of Rick Santorum and donated over $13,000 to him.	2
Congress as a whole is less popular than its been since polling was invented.	0
Says Donald Trump says he has foreign policy experience because he ran the Miss Universe pageant in Russia.	2
Halliburton defrauded American taxpayers of hundreds of millions of dollars in Iraq.	2
Abortionists have reduced our black population by more than 25 percent since 1973.	4
Weve had 11,000 attempts to amend the Constitution since 1789.	0
Democrat Russ Feingold announced his Wisconsin Senate run today fromCalifornia.	5
Says some in Congress are trying to create a separate government for those with a drop of Native Hawaiian blood.	2
Says he opposed the presidents decision to go into Iraq in 2003.	3
The Federal Reserve system has presided over about a 95... percent decline in the U.S. dollar.	3
Says Gov. Scott Walker hasnt done a public event this entire year.	5
Obama "wants a windfall profits tax on oil to go along with the new taxes he also plans for coal and natural gas."	1
If you will go look up the definition of act of God, weve used it in legal terms for a long time in this state.	0
Monarch butterflies are becoming extinct because of increased use of crops genetically modified to withstand pesticides.	2
President Obama gave Egypts Muslim Brotherhood one and a half billion dollars.	4
Says professional football coach Rex Ryan won championships in New York.The AFC, I think, twice.	4
Says Hillary Clinton wants sanctuary cities.	1
Says according to the FBI, more people are killed each year with hammers and clubs than rifles.	0
Regarding the USA Freedom Act, There is nothing we are allowed to do under this bill that we could not do before.	2
Our law enforcement agencies have found bodies in the desert, either buried or just lying out there, that have been beheaded.	5
Says he took down the mob in Northeast Ohio	3
The state of New York is the worst in the nation in economic recovery.	4
Says he invested over $100 million in worker training.	1
Says Rep. Bruce Braley, D-Iowa, skipped an important VA reform hearing to attend three fundraisers.	3
Says Hillary Clinton doesnt believe in your right to keep a gun at home for self-defense.	4
Says Jennifer Horn, chairwoman of the N.H. Republican Party, owes $92,000 in back taxes.	1
Saudi Arabia has the third-largest military budget in the entire world.	0
In April 2009 the Democrats were in control, and the congressional (approval) rating was 40 percent.	2
Barack Obamas health care bill is nothing new. Mitt Romney signed one just like it four years before.	1
Says that hes responsible for Austinincluding Anderson Mill Road in the citys proposed transportation bond package.	3
Art Robinson says Social Security should be ended through attrition.	1
Tide gauges measuring sea level in Rhode Island since 1930 have risen maybe about 10 inches since that time.	1
$360 million of our tax dollars went straight to ... the Taliban.	1
On whether he supports 'Don't Ask, Don't Tell.'	4
Says that in polls about 2016 candidate leadership skills, he comes out two and three and four times higher than anybody else.	2
When I started in Ohio it was terrible. Now, were getting bipartisan support for our bills. And thats called leadership.	1
Says Gov. Chris Christies decision to close the Elizabeth MVC saved no money.	4
Sixty percent of New Jersey doctors do not accept Medicaid patients.	0
Says cities save an estimated $38 in dental costs for every $1 invested in fluoridation.	1
At least Obama didn't marry his cousin, as Giuliani did.	0
President Obama came to Ohio 12 times to try to defeat me and guess what? He didnt win.	3
On suspending system development charges for two years.	2
Health care is the greatest contribution to spending increases in the state budget.	0
The Buffett rule raises virtually no money, maybe a day and a half of our borrowing per year.	1
Georgias U.S. senators voted for legislation that would gut clean air protections and increase oil dependence.	2
Romneycare was model for Obamacare.	0
No doctors who went to an American medical school will be accepting Obamacare.	5
Dan Patrick changed his name from Danny Goeb to hide from his debts.	5
The federal Hate Crimes Prevention Act bill would create special protection for pedophiles.	5
In 1935, more than 50% of the elderly population lived in poverty. Today that poverty rate stands officially at 9.4%.	0
Superdelegates have never been a determining factor in who our nominee is since theyve been in place since 1984.	1
Says the Republican state convention is actually larger than the Republican National Convention.	1
In his book, (Ken) Cuccinelli questions whether Medicare and Social Security should exist.	3
My son had to resign his job because of federal regulations that Washington has put on us.	1
The Senate health care bill "would leave 24 million people without insurance coverage."	0
More Americans receive food aid than work in (the) private sector.	4
Some of our states educational administrators joined the feds in seeking to mandate Arabic classes for Texas children.	3
Says Land Commissioner Jerry Patterson threatened to shoot him.	5
Between 1980 and 2010, water usage in Georgia dropped even as the states population grew.	0
Were losing thousands of (veterans) waiting on line because they cant get speedy health care from the Veterans Administration.	2
The newly proposed House Republican budget abolishes Medicare within 10 years.	4
Says George LeMieux falsely attacked Marco Rubio.	1
There are fewer people crossing (the southwest) border than in the last 30 years.	1
Health insurance costs for Floridians are up 30 percent or more.	3
Says Lamar Smith sponsored the bill that funded Obamacare.	4
On responding to chemical weapon use in Syria	2
The LGBT community is more often the victims of hate crimes than any other recognized group.	0
Obama has maintained a friendship with a now convicted felon.	1
Says Mitt Romneys carried interest income was a tax trick.	3
Since ObamaCare and the stimulus passed, the unemployment rate in the U.S. has increased.	4
Each day our nation pays communist China $73.9 million in interest on our debt.	0
Sen. Jim Webb persists on negating Sen. Mark Warners votes	4
Rhode Island has a very generous unemployment compensation rate compared to most other states.	0
There is a constitutional issue that affects the paychecks of members of Congress during a shutdown.	0
No one in the private sector gets unlimited accruals of vacation and sick leave.	2
Says Obama has flip-flopped on public campaign financing.	0
Back door gun control is in full effect in the United States due to Obamas Environmental Protection Agency.	5
ICE just endorsed me.	3
Tax increases under Michigan Gov. Jennifer Granholm led to state unemployment going from 6.8 percent to 15.3 percent.	3
Ronald Reagans signature on the 1986 amnesty act gave Barack Obama about 15 million additional Hispanic votes in 2012.	4
Nevada lawmakers permanently cut taxes for over 95 percent of Nevadas businesses.	4
Says Donald Trump said the government is going to pay for everybody to have health care.	4
Says 11 states have more people on welfare than employed.	5
On the economic stimulus.	2
Neighborhoods have become more violentunder President Barack Obamas watch.	3
Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.	4
Barack Obama's health care plan "would leave 15-million Americans out."	2
Our high school graduation rate is the highest on record.	2
Say Ohio Reps. Marcia Fudge, Marcy Kaptur and Dennis Kucinich are socialists who are openly serving in the U.S. Congress.	5
Were not engaged in nation-building in Afghanistan.	2
Says he stood up to his own party by voting against the budget to stop runaway government spending.	3
Democrats very much are in the pocket of the NRA.	3
Some doctors say Ebola can be transmitted through the air by a sneeze or some cough.	4
On support for Ronald Reagans policies	4
Forty years ago, hardly anybody in the country had health insurance.	5
Says Alex Sink supported more taxes on water and TV.	1
Im self-funding my own campaign.	2
For every Kentuckian that has enrolled in Obamacare, 40 have been dropped from their coverage.	5
More Americans have lost their jobs under Barack Obama than any president in modern history.	3
Says the money is in the budget to give a tax break to everyone, including people making more than $1 million.	4
Says 2012 was the first year in American history that more minorities are being born than people in the majority.	2
On the status of illegal immigrants	2
Its going to be harder to vote in Virginia than it is now to buy a gun...	2
Says Dan Patrick has called immigration into Texas an invasion and said immigrants coming into Texas bring third-world diseases.	0
Harry Reid voted to use taxpayer dollars to pay for Viagra for convicted child molesters and sex offenders.	3
The average time someone used to hold a share of stock back in the 60s was eight years. Now, the average time is four months.	1
Since 1904, the Ohio victor has won the presidency 25 out of 27 times	0
Under Obamacare, members of Congress are required to purchase their health insurance from the new exchanges.	0
25% of human trafficking victims are located in Texas.	5
Says Chris Christie was behind in the polls against Jon Corzine during the 2009 governors race.	3
Says Donald Trump spent the least amount of money of any of the competitive primary contenders that he beat so badly.	1
Says his plan to raise car registration to $56 would still leave Virginia with a fee thats equal to or lower than most states.	5
We spend half a trillion dollars a year in tax preparation.	3
Says Mitt Romney said at a January 2012 debate that under Paul Ryans tax plan, Id have paid no taxes in the last two years.	3
Polls show Americans are overwhelmingly opposed to Obamacare, especially the individual mandate.	1
The House of Delegates budget bill cuts $50 million from education.	0
In Texas, we teach both creationism and evolution in our public schools.	4
A telecom bill could keep the State Corporation Commission from getting rate-of-return information from electric utilities.	4
McCain lobbied for (a) $10-million pork project honoring conservative justice.	1
We have been confronted with an unexpected storm that has hit the metropolitan area.	3
Among manufacturers with fewer than 50 employees, the average cost in terms of regulations is $34,000 per employee.	2
