text	label
"#STL A cleanup for #Ferguson has been organized. TOMORROW. Meet at 10 am Wednesday August 13, 333 N Florissant Rd, Ferguson, MO 63135"	1
RT  Never forget the original relationship between the police and blacks...  #wearetargets  #Ferguson	1
There's cameras on every corner of the hood.  Let's out cameras on every cop.  What do you have to hide? #Ferguson	1
JUST IN: #Ferguson police chief identifies cop who shot Michael Brown as Darren Wilson	1
"Solidarity from London to #Ferguson   Vigil on Sunday 17th, outside US embassy"	1
Press conference is over.  Important to note: NO mention of #MikeBrown stealing ANYTHING from ANY store.  #Ferguson	1
"#Ferguson: protesters march peacefully, militarized police aim guns at them  pic:"	1
...they acting good now because y'all are here. But what you think's gonna happen when y'all leave? Tell *that* story. #Ferguson	1
"Iconic: USA shirt, bag of chips in one hand, other throws back tear gas cannister at police by   #Ferguson"	1
#WeAreTargets RT  Someone please remind me what year it is again? #ferguson	1
"Follow  NOW if you want to follow the story about #MikeBrown, the unarmed teenager who was killed by the #Ferguson police."	1
Tell me again how this guy points loaded rifle at cops w impunity &amp; unarmd black men get killed #Ferguson    #UniteBlue	1
"Occupation is a CRIME,from #Ferguson to #Palestine!AntiWar Committee Chicago #StandWithFerguson #MikeBrown"	1
"This  exchange is definitely the best thing to come out of Twitter, ever. #Ferguson"	1
#Ferguson or Afghanistan? Powerful evidence of growing militarization of US police forces.	1
St. Louis area police forces are less diverse than communities they serve. By the numbers -  #Ferguson #STL	1
The #Ferguson police chief has endangered #PeaceInFerguson and someone should take his microphone away. Let the big boys handle this now.	1
#Ferguson is locked down hard. We're parking and going in on foot.	1
R.I.P. #MikeBrown.    Innocent teen murdered by #Ferguson police.    #RETWEET for respect &amp; spreading his story.	1
Ten Things White People Can Do About #Ferguson Besides Tweet	1
Housing discrimination in everything: The NYT on racial inequality in #Ferguson	1
"In debate over #Ferguson, REMEMBER: defense industry campaign cash flowed to lawmakers who backed militarizing police"	1
"#MikeBrown's tragic death isn't a #Ferguson problem or a #Missouri problem, it's an American problem.    ."	1
"Protesters asking: ""what are we doing wrong"" as police advance. Police dogs barking. #MikeBrown #Ferguson"	1
"Multiple witnesses have told the media in #Ferguson, that Mike Brown had his hands up when he was shot ""multiple"" times by police officer."	1
"The occasional police car drives through and some shouts of ""F-ck the Police!"" can be heard. But back to peaceful when they leave. #Ferguson"	1
"#Ferguson, MO is in protest after a cop kills an unarmed black teen:"	1
There will be no #BlackOut or Censoring The Global Community from witnessing this #HUMAN travesty #Unity #Ferguson	1
"Most-shared #Ferguson news images, as published on      LINK:"	1
Many police officers today operate from fear and prejudice. That's dangerous when you have the power to take a life. #Ferguson	1
Maybe the protestors in #Ferguson Should dress as Klan members. The police will protect them.	1
This is what they aren't showing you on the media. These young men cleaning up after the riot. #Ferguson	1
Rose petals and candles have been placed in the street where #MikeBrown's body laid. #Ferguson	1
A massive SWAT team just showed up to peaceful demonstration in #ferguson	1
Missouri Mayor: Looters came from out of town.  … Was he talking about Sharpton?  #Ferguson	1
Demonstrators on West Florissant in #Ferguson wearing signs.  Holding hands in the air in solidarity with #MikeBrown	1
"Per  As of this AM, witness Dorian Johnson has still not spoken to St. Louis County PD despite ""numerous attempts"" #ferguson"	1
"PLEASE DONT TRY TO BUY ME OUT, MONEY OR ANYTHING. MY STORY IS FOR JUSTICE. #Ferguson"	1
It's messed up when cops can shoot unarmed Black teen yet White people can walk around Target with AR-15's! #Ferguson	1
"We have a lot of work to do.     From  ""White St. Louis Has Some Awful Things to Say About #Ferguson"""	1
Army tactical gear  This image is not from  #iraq or #Afghanistan this is #Ferguson MO #MichaelBrown fatal shooting	1
"Sara 4, killed while playing  #Israel is intentionally targeting KIDS    #Ferguson #Gaza #GazaUnderAttack #FreePalestine"	1
That iconic #Ferguson photo reminds me of somewhere. The West Bank.	1
"Captain Johnson: ""In our anger we have to make sure we don't burn down our own house."" #Ferguson"	1
There is a RALLY TODAY!!!!! SPREAD THE WORD #Ferguson #STL #MIKEBROWN	1
#Ferguson protestors have shut down a major intersection	1
The 18 year old victim had no weapon and his hands in the air and was still shot multiple times.  #Ferguson	1
"Lots of people -- some prayerful, some sad, some angry -- have gathered outside the #Ferguson police headquarters"	1
The name of the #Ferguson police officer who killed #MikeBrown is Darren Wilson. He has been on the police force for 6 years.	1
Better view of police facing off against protesters in #ferguson	1
"The world now knows his name, tonight get to know Mike Brown the person  at 9 #ferguson"	1
Hope replaces tear gas in #Ferguson	1
Crowd of about 250 ignoring order to disperse from W Florissant. #ferguson	1
"Police now on the move, advancing on the crowd. #MikeBrown #Ferguson"	1
"#Ferguson, Missouri Community Furious After Teen Shot Dead By Police   #FergusonShooting"	1
Thank you PBO. #Ferguson #MikeBrown	1
People are gathering at the site where #Ferguson police killed 17-year-old #MikeBrown. Police have swarmed the area.	1
#Ferguson PD is putting on a show for the world. Forgetting the world is now watching Twitter.	1
"St. Louis Co police confirm female shot in head in 1300 bl Highmont, near QT.  Appears to be drive-by shooting. #ferguson"	1
Patrol cars still flood the streets in #ferguson more than 6 hours after police officer shot teenager	1
Ronald Johnson is proof that there can be cops who care about their communities &amp; will do right. But #Ferguson deserved that from day one.	1
Muslims butchering Muslims=no biggie 'til an Israeli kills 1. U.S. blacks killing other blacks=non event 'til a cop kills 1  #ferguson  #tcot	1
Going to a protest? Know your rights.  #ferguson #JusticeForMikeBrown	1
Whenever you want to justify shooting an unarmed person you always say they reached for your gun. George Zimmerman taught us that #Ferguson	1
"#Ferguson headlines like ""Is this how a dystopia starts?"" ... (Read: ""Could police militarization start affecting white people soon?"")"	1
"#Ferguson is 60% black, but virtually all its cops are white."	1
The whistleblower said it wasn't his intention to take the #StLouis PD down but he HAD to say something. He filed a lawsuit. #Ferguson	1
More peaceful protesting today in #Ferguson.  #MichaelBrown	1
For people who profess to LOVE the constitution - they sure VIOLATE it A-lot! #Ferguson #MikeBrown #HandsUpDontShoot	1
#Ferguson police once charged a man w/ destruction of property for bleeding on their uniforms:	1
I don't apologize for my blackness... Y'all got that? #FergusonShooting #Ferguson.	1
Breaking: Anonymous posts St. Louis police tapes from day of #Ferguson shooting.	1
Awful. RT  #Ferguson Police have dogs and shotguns. The unarmed crowd is raising their hands.	1
Respect freedom...    #Ferguson #mediablackout	1
"Protestor on bull horn: ""Is this the Gaza Strip you bombin'"" #Ferguson"	1
How many #Ferguson officers are in the KKK? #jw	1
New statement from #Ferguson police on shooting of #MichaelBrown ht	1
UNEASY NIGHT: St. Louis Post Dispatch's reporting on last night's clashes in #Ferguson	1
"Wait, why aren't the cops pointing assault rifles at these protestors? #ferguson"	1
Da man wit the chips in this iconic photo from #Ferguson has been identified.	1
"The #Ferguson shooting shows that being passive leads 2 more injustice. If a Black cop shot an unarmed white teen, Ferguson would be on fire"	1
Witness To #MichaelBrown's Shooting Opens Up: He Was 'Shot Like An Animal'  #Ferguson	1
"Protestors in #Ferguson refuse to move, have put their hands up in front of police. #MikeBrown"	1
"Michael Brown, unarmed black teen killed by police in #Ferguson was set to start college on Monday."	1
Harvard Law students stand in solidarity w/#Ferguson and all innocent victims of #policebrutality  #HandsUpDontShoot	1
I salute #CaptainJohnson #Ferguson	1
A witness describes the use of tear gas tonight. #Ferguson	1
"#ferguson This records to secure servers, prevents deletion if phone seized Android:   iPhone:"	1
"Younger than #MikeBrown, but not that much younger #Ferguson #dontshoot"	1
Sad Survival Lessons We Have To Teach Our Young Black Boys. #JusticeForMikeBrown #MikeBrown #Ferguson	1
"Wait, why aren't the cops pointing assault rifles at these protestors? #ferguson"	1
The Mound City Bar Association is offering pro-bono representation to all witnesses of #MikeBrown shooting. #Ferguson	1
It Turns Out Policing Is Better Than Occupying  via  #Ferguson #Leadership	1
When Parenting Feels Like a Fool's Errand: On the Death of Michael Brown:  #MikeBrown #Ferguson	1
#BREAKING: A man just advanced on police. A red laser immediately was painted on his shirt. He threw his hands up. #Ferguson #MichaelBrown	1
"At the end of the day, shooting an unarmed man who is surrendering is a crime &amp; the person who we know did it isn't in custody. #ferguson"	1
WE DEMAND THAT POLICE STAY AWAY FROM US WITHOUT WEARING CAMERAS FOR OUR PROTECTION! #mikebrown #Ferguson	1
Know your rights: What to do if you're pulled over by a cop  #ferguson	1
Fyi cigars in #Ferguson cost $38 million.	1
You're either furious about this or protecting your entitlement. I believe it to be this simple: #Ferguson #Trayvon	1
"Right now in #Ferguson, MO following the killing of 17-year-old #MikeBrown"	1
"A white man in Dallas set a fire, lured firefighters to the scene, shot 15 rounds at them last night...still alive. #Ferguson"	1
So #Ferguson police want me to believe #MikeBrown tried to get into a police car and wrestle the officer's gun away. I'm gonna need video.	1
When white folks start discussing how POC should respond to blatant or covert racism &amp; oppression. -_- #Ferguson	1
MT   #Ferguson #FergusonShooting #MikeBrown  Best tweet of the day for me.	1
What a difference a day makes.  #Ferguson	1
"Moments ago, in #Ferguson RT  State senator Maria Chapelle Nadal taken into police custody"	1
"Right now the United States has a stronger militarized force in #Ferguson, Missouri than it does in Baghdad."	1
#SWAT Team watches with scopes in #Ferguson while demonstrators raise their hands for #MikeBrown Justice	1
"To protect and serve has become ""To harass and shoot""  #Ferguson"	1
Being Black in this country is dangerous business. #Ferguson	1
We have a serious and ongoing police vs young black men problem in America that reminds me we haven't come as far as we think.  #Ferguson	1
88-year-old Creola Mccalister has joined the youth in #Ferguson	1
I asked Ron Johnson why #Ferguson cops aren't wearing name tags:	1
At Quik Trip in #Ferguson this lady has set up table people to vote.	1
IF YOU DONT STAND FOR SOMETHING🚶👏🙏✊     YOULL FALL FOR   ANYTHING 🏃 🔫👮     #RipMikeBrown #Ferguson	1
"Police still at one end of W. Florissant, protesters now at Greater St. Mark Church. #Ferguson p/v"	1
This is all so disturbing #DONTSHOOT #Ferguson #MikeBrown something needs to be done but it aint riots. Peaceful acts. We have to value life	1
Get out your cars. Join us! say youth demonstrators. #ferguson	1
RT . A massive SWAT team just showed up to peaceful demonstration in #ferguson	1
"New cops wear blue not camo, mingle and talk to protesters with respect -- and suddenly there's calm #Ferguson"	1
Full *Redacted* police report on #MikeBrown and #Ferguson	1
"Jammers used again. Both livestreams went down again, looks like police is trying to hide something. #Ferguson"	1
#MikeBrown deserves to have these pictures circulating. Contribute to the movement #Ferguson #IfTheyGunnedMeDown	1
The U.S. Record on Racial Discrimination is on the Whole World's Agenda #ferguson #JusticeForMikeBrown	1
"Remembering our friend Robin Williams, Updates on #Ferguson and #MikeBrown"	1
"No, this isn't Iraq or Gaza or Syria. This is the United States of America. #Ferguson #WTF (via"	1
No justice! No peace! #Ferguson #FergusonShooting #FergusonRiot #MikeBrown	1
"In the USA, if a cop says something, it automatically becomes fact. By law media must report it as fact no matter how outrageous. #Ferguson"	1
Follow  NOW if you want to follow the story about the unarmed teenager who was killed by the #Ferguson police.	1
"What do #ISIS, #Ferguson, #Benghazi and #Mali have in common? All were triggered by the over-supply of US arms."	1
"We are being forced to leave.  ""With guns to our face.""    #Ferguson"	1
MORE VIDEO SURFACING - Early after-moments of #MikeBrown's death.   #Ferguson	1
DARREN WILSON  MURDERED AN UNARMED TEEN  LEFT HIS BODY IN THE STREET FOR 4 HRS    Anything else is irrelevant.  #MikeBrown  #Ferguson  #CoverUp	1
The  reports on #Ferguson -	1
White man with gun *goes* to Target. Black kid without gun *is* the target. #Ferguson	1
"Very eager to hear why #Ferguson Chief Tom Jackson didn't tell new man in charge, Capt. Johnson, he was releasing #MikeBrown incident report"	1
"Captain Johnson: ""You're going to see a bunch of smiles, a bunch of hugs, and a bunch of conversations"" tonight in #Ferguson."	1
More coverage from Europe -  #Ferguson #MikeBrown	1
"America: Where an unarmed black teen gunned to death by the cops isn't seen as a victim, but a white kid on a shooting spree is. #Ferguson"	1
"This is not a ""black"" loss. This is a loss for America, and everyone should be concerned, outraged &amp; involved. #Ferguson"	1
"Armed gunmen shoot local man as part of their reign of terror in Iraq. Oops! Nope, that was police in #Ferguson. My mistake."	1
we want justice ...     #RipMikeBrown #Ferguson	1
"Again, please don't go to  *unless* you want your IP logged.  (big props to  #Ferguson"	1
Full statement from Feds on civil rights investigation in death of #MichaelBrown #Ferguson	1
"#MikeBrown, left, is gunned down for WWB (walking while black),but guy on the right can point a gun at cops #Ferguson"	1
More than 100 volunteers out cleaning up #MikeBrown #Ferguson	1
A Great Grandmother in #Ferguson came out &amp; stood with the young for #MikeBrown.  This is our city.	1
"Police started arresting ppl, ordering everyone to disperse. I saw no violence from protesters.  #Ferguson"	1
Not a cop in sight at the #MichaelBrown rally and all is peaceful. #ferguson	1
Times Square right now for #Ferguson #MichaelBrown	1
BREAKING NEWS: RACISM IS OVER. RT  Important new image in #Ferguson via	1
"#Ferguson is why we need Civilian Review Boards. Anger, frustration &amp; potential violence comes when ppl lack faith that they'll get justice."	1
Prayers for #Ferguson.	1
even in Afghanistan we never pointed our rifles at civilians there is something seriously wrong with the police in #Ferguson	1
It's nice to see officers with name tags on from Missouri State Highway Patrol. #Ferguson cops still not wearing them.	1
"Captain Johnson: ""What happened last night is what's going to happen here forward."" #Ferguson"	1
"After #Ferguson shooting, nearly half of Americans don’t believe in justice – poll"	1
How the federal government is militarizing police departments:  #Ferguson	1
You know things are out of control in #Ferguson when people in #Gaza are tweeting advice on how to cope	1
"You a reporter, big boy? See. They're treating you like they do us. A #Ferguson protestor who's quickly become one of my favorites told me"	1
Things getting tense at protest in #Ferguson right now:	1
Reproductive justice must include the right not to live in constant fear that a cop will kill your child.  #Ferguson	1
A mother lost her child. A father lost his son. A young man lost his life. #JusticeForMikeBrown #Ferguson	1
BREAKING - #Ferguson's police chief has announced Darren Wilson as the cop who shot and killed #MikeBrown.	1
How did suburban cops in #Ferguson get weapons of war? Get the facts on the 1033 program:	1
"Someone remind me what year it is again. Cops shoot unarmed young man then bring the dogs out to ""handle"" the crowd. #Ferguson #MikeBrown"	1
Confirmed: this is irrelevant. RT  Confirmed: #MikeBrown had no criminal record.  #Ferguson	1
All police officers in America should immediately be equipped with body cameras #Ferguson #PoliceState	1
"Lawyer for Dorian Johnson, eyewitness to #MichaelBrown shooting, tells me they will meet with both FBI and county prosecutor today #Ferguson"	1
JUST IN:  has confirmed #MikeBrown did not have have a criminal record. #Ferguson	1
"Military-style police in overwhelming show of force: 3 APCs, ~100 officers, high-powered rifles #Ferguson"	1
Morning in #Ferguson	1
There should be blame AND shame here. #Ferguson #MichaelBrown	1
The Civil Rights Act is 50 years old. These two pictures were taken 50 years apart. Behold our progress. #Ferguson	1
Here’s to hoping what’s happening in STL right now doesn’t get worse. #Ferguson hashtag not looking good right now.	1
"Wake up. Whenever a black man is killed by police, they try to make him a Saint/Martyr. 99% of the time he's a POS #Thug.  #Ferguson"	1
Please don't let me die. #kimanigray #lastwords #policeagression #ferguson #michealbrown	1
This puts it all in perspective. #Ferguson #MikeBrown	1
Palestinians in #Gaza/West Bank have been showing support for #Ferguson.	1
Don't shoot! Don't shoot! #ferguson	1
"The whistleblower said the #StLouis PD told the Black officers, ""Oh, not you... you're the good guys."" #Ferguson"	1
"Captain Johnson: ""This is our opportunity to show that you can trust (police)."" #Ferguson"	1
The #STL SWAT team has weapons drawn in #Ferguson at a protest in broad daylight with media attending	1
Captain Johnson says #Ferguson police did not consult with him before they released the name of #DarrenWilson. He wishes they did.	1
RT  SWAT police just entered a McDonald's in #Ferguson and started asking journalists for ID  (via...	1
"As all eyes r on the police murder of #MikeBrown in #Ferguson, 3 more unarmed Americans killed by police in LA, Dallas &amp; Tulsa in past week."	1
A young woman right before she was arrested because she wouldn't move... #Ferguson	1
"Trayvon Martin. Jordan Davis. Renisha McBride. Mike Brown. Our streets are stained with the blood of unarmed, black teens. #Ferguson"	1
Your friendly local police department. Protect and Serve. #Ferguson	1
"Ok, America,this is when we are tested.Can you sustain yr interest in the killing of an unarmed black teen if he wasn't an angel? #Ferguson"	1
. students stand in solidarity with #MikeBrown &amp; the #Ferguson community. #HandsUpDontShoot #HBLSA	1
RT  The sad truth RT  This would help tremendously. #mikebrown #Ferguson	1
"Police move in, telling people move or be arrested.  People asking ""What for?"" ""Just move"" #Ferguson"	1
"Michael Brown was suspected of robbing store in #Ferguson before being shot, say police"	0
Police chief said officer who shot Brown didn't know about any robbery #ferguson	0
Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009	0
So basically #Ferguson PD hijacked what was supposed to be a press conference about Darren Wilson to call Michael Brown a criminal #NMOS14	0
Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009	0
I'd be more inclined to take the #Ferguson PD account seriously if they hadn't been so careful to confiscate all video evidence beforehand.	0
"Possible ""robbery"" took place and BAM! Like magic it's as if another UNARMED black youth being murdered has been forgotten #smh #Ferguson"	0
7) #MikeBrown was approached for mouthing off to a cop (both  #Ferguson PD &amp; eyewitness testimonies reflect this). NOT as a robbery suspect	0
"Store owner told  Monday that there was a theft, but said it was not MichaelBrown; said it was someone else #Ferguson"	0
BREAKING: #Anonymous has obtained audio files of police dispatch and EMS during the #MikeBrown shooting. Will release ASAP. #Ferguson	0
The woman injured last night... #Ferguson	0
#Ferguson cops beat innocent man then charged him for bleeding on them:  via	0
It appears that #Ferguson PD are trying to assassinate Mike Brown's character after literally assassinating Mike Brown.	0
"The surveillance photos, the police report, and this witness account. #Ferguson"	0
Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. #Ferguson	0
#Ferguson police say Michael Brown fit description of strong-arm robbery suspect	0
There was only one TV reporter at #Ferguson protests last night. Most left earlier fearing violence. Yet only violence was cop's bullets!	0
So lets recap. No dashboard cam of the incident. But definitely photos of Michael Brown in a store. Funny how that happens #NMOS14 #Ferguson	0
"#Ferguson cops beat innocent man, then charged him with bleeding on their uniforms"	0
"Police reports released this morning indicate Mike Brown was a suspect in a ""strong-armed"" robbery in #Ferguson"	0
"#Ferguson cops beat man, charged him w/""property damage"" for bleeding on their uniforms. Then they lied in court."	0
"It was a St. Louis County police officer who shot this man, according to PIO Brian Schellman. #ferguson"	0
The day #Ferguson cops beat a man and charged him with getting his blood on their uniforms	0
.....for a cover-up to be successful....you must first discredit the victim.....    #Ferguson	0
"despite clear footage of #ferguson citizens chanting ""killer cops have got to go"", media chooses to hear &amp; report ""kill the cops"" instead."	0
Police have named the cop who shot Michael Brown.  latest report from #Ferguson:	0
"Asked why he released surveillance video of robbery, Chief Jackson responds, ""because the press asked for it."" #MikeBrown #Ferguson"	0
#Ferguson PD charged a man with destruction of property for bleeding on their uniforms while 4 officers beat him.	0
Alleged theft of cigars is not a reason to shoot dead an unarmed teenager. #MichaelBrown #Ferguson	0
Do you understand what I'm saying? How had they already determined #MikeBrown was the suspect when the #Ferguson report was written?	0
"So in #Ferguson, robbing a convenience carries the death penalty. Got it."	0
"The press conf makes #Ferguson PD look like they've gone from stonewalling to counter punching. We give up a name, we drag his thru the mud."	0
What's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson	0
"#Breaking: The officer involved in the shooting of Michael Brown is named Darren Wilson, #Ferguson police chief says."	0
The selective release of information by #Ferguson PD tells us nothing about the shooting. Instead appears to be a basic smear job.	0
"Let's be serious, it took 5 days to release the incident report because it took 5 days to create the incident. #Ferguson"	0
"In 2009 #Ferguson PD beat a black man, then charged him for getting blood on their uniforms"	0
At 8:00 police will release the name of the officer who shot Michael Brown. #Ferguson	0
Report: #Ferguson cop identified as unarmed teen's killer skipped town days ago	0
"Took a week, but we finally at the moment where Mike Brown Is officially a suspect in his own murder. #Ferguson"	0
So in 5mins mike brown shaved his head and changed his scandals to shoes. I think your being lied too #Ferguson	0
"Oh, whoops, the robbery had nothing to do with #MikeBrown being stopped, but at least now half of America thinks it did. - #Ferguson PD"	0
2 of the 4 police departments rampaging through #Ferguson were trained by Israel in methods of domination and control	0
This is what #Ferguson PD did to #HenryDavis in 2009 when they mistook him for a man with an outstanding warrant	0
"the media didn't even know the video existed, but he just said they requested it? DUDE. #Ferguson"	0
"#Ferguson PD charged #HenryDavis w/ ""destruction of property"" for bleeding on their uniforms:"	0
Lets bomb nurseries w/ White Babies!? FBI: #NBP leader inciting violence in #Ferguson  #tcot	0
Cigarettes on Staten Island. Cigars in #Ferguson. Are these seriously enough to take a life?	0
"WOW RT  ""The initial contact between the officer and Mr. Brown was not related to the robbery,"" #Ferguson police chief says"	0
BREAKING: #Ferguson police have identified Darren Wilson as the cop who shot and killed Michael Brown. More details to come...	0
NEW DEVELOPMENT: Pentagon supplied St. Louis County police with military-grade weapons. #Ferguson	0
"I personally don't trust St. Louis County PD, and I think they waited all this time to forge and falsify evidence. #Ferguson #MikeBrown"	0
"#MikeBrown's family calls it ""devious"" the way the police chief released info meant to ""assassinate"" their son's character. #Ferguson"	0
Chief Jackson: initial contact between officer and #MikeBrown was not related to robbery. #Ferguson	0
Lawyers for police in bad shootings often advise shooters not to write reports or even speak to commanders or investigators. #Ferguson	0
DARREN WILSON  MURDERED AN UNARMED TEEN  LEFT HIS BODY IN THE STREET FOR 4 HRS    Anything else is irrelevant.  #MikeBrown  #Ferguson  #CoverUp	0
The #Ferguson police chief confirmed the stop of #MikeBrown had absolutely nothing to do with the alleged convenience store robbery.	0
. KEEPS playing the video while saying it has nothing to do with the murder of #MikeBrown this is PSYCHOLOGICAL WARFAE. #FERGUSON	0
"Family of Michael Brown slams #Ferguson police chief's ""devious"" attempt to ""blame the victim"""	0
"Hobby Lobby asks #Ferguson PD for clarification: ""We thought chopping off someone's hand was the maximum penalty for shoplifting"""	0
Chief Jackson: officer Darren Wilson stopped #MikeBrown initially because he was in the street and blocking traffic. #Ferguson	0
" Ferguson, Missouri, Police to Release Name of Officer in Fatal Shooting #Ferguson #FergusonShooting #FergusonRiot"	0
Shoot unarmed kid.  Conceal evidence.  Impose martial law.  Harass reporters.  Smear the victim.  Worst. Police. Ever.  #Ferguson #MikeBrown	0
"Name of #Ferguson cop is expected to be released by 9 ET, police chief says:  (J.B. Forbes, AP)"	0
"2nd police-involved shooting reported in #Ferguson, Mo., overnight"	0
today #MichaelBrown would've completed his 1st week of college &amp; #Ferguson police chief spent most time suggesting he's the criminal	0
"I'm not retweeting the pic of #MikeBrown's body, but evidently he lost the hat and changed his shoes and shorts. And lost ~40 lbs. #Ferguson"	0
FACT. We know more about how #MikeBrown allegedly stole cheap cigars than how and why a #Ferguson police officer shot and killed him.	0
#Ferguson police once beat a man then charged him with destruction of property for bleeding on their uniforms	0
Update: #Ferguson police release stills from convenience store footage showing robbery	0
Hold on while Chief Jackson sprinkles a little crack on that Mike Brown crime scene ... #Ferguson	0
So #Ferguson Police can afford machine guns but they can't afford dash cameras for their squad cars? #interesting #MikeBrown	0
Darren Wilson is a six year veteran of the #Ferguson Police and had no disciplinary actions against him.	0
#Ferguson Police apparently has a history of fabrication.	0
#BreakingNews #ferguson chief says the name of the officer that shot #MichaelBrown will be released this morning	0
I refuse to call the #Ferguson police chief incompetent when it is so clear the release of that video was calculated and brazen. #MikeBrown	0
"BREAKING NEWS: According to documents released to the press, #MikeBrown was connected to an earlier robbery #Ferguson"	0
"So, to sum up: 1) Darren Wilson KNEW NOTHING of the robbery, 2) shot #MikeBrown over jaywalking, and 3) was allowed to escape #Ferguson."	0
Police in #Ferguson plan to release name of officer who shot unarmed teen Michael Brown:	0
#Ferguson PD expected to release the name of officer who killed Mike Brown shortly. Watch here	0
!! #Ferguson cops once nabbed wrong man but charged him w/ property damage for bleeding on uniforms-they had beat him	0
Shot ten times.  Unarmed.  What else is there to talk about?  #StopTheSmear #Ferguson	0
St. Louis: Unarmed teenager #MikeBrown was shot ten times by a #Ferguson police officer for accusation of shoplifting	0
Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed.	0
"They wanted u 2 believe that #TrayvonMartin was a criminal, #EricGarner a criminal, #RenishaMcBride a thief, &amp; now #MikeBrown #Ferguson"	0
"So the angel Michael Brown who is 6'4"" 290 is the robber of the convenience store! #Ferguson"	0
You'd think it would've been more newsworthy when Missouri got rid of due process and made shoplifting a capital crime #Ferguson #MikeBrown	0
These surveillance images were taken at a convenience store 10 min. Before #MichaelBrown was shot Sat. #Ferguson	0
"The info given today seems to line up with this witness account, even the alleged theft:     #Ferguson #MikeBrown"	0
Michael Brown DID NOT STEAL ANYTHING!!!!! It has just been reported that he didn't steal anything #FergusonShooting #Ferguson	0
"the police version is also that #MikeBrown approached the officer. But if he had JUST robbed a store, why approach police?? #Ferguson"	0
"Nearly 7k blacks were murdered last yr--almost all by other blacks. A tiny % were unarmed-killed-by-cop.  Where's Al, Jesse?  #tcot #ferguson"	0
I'm NOT believing this story because I know how the police lie and will keep lying and will organize together AND LIE. #MIKEBROWN #Ferguson	0
#Ferguson Police Chief: The initial contact between #DarrenWilson and #MikeBrown was NOT related to the alleged theft of cigars.	0
Officer in shooting death of MIchael Brown was unaware he was a suspect: #Ferguson police	0
Key point: Officer Wilson was not aware that #MikeBrown was a robbery suspect. It will be key in establishing his state of mind. #Ferguson	0
#Ferguson officials to release name of cop who shot Michael Brown on Friday	0
"If Mike Brown was engaged in a robbery before being shot, why isn't his alleged accomplice under arrest? #Ferguson"	0
The #Ferguson police chief just basically confirmed #MikeBrown was gunned to death for the crime of walking in the street?    Horrific.	0
"Every time the police talk, their story changes. I hate it. #Ferguson"	0
"Reminder: Forget the robbery, forget the minor looting. NOTHING justifies militarized police pointing sniper rifles at journalists #Ferguson"	0
"basically #Ferguson PD did an opposition research dump on mike brown, and not their jobs"	0
"Let's not forget that even if Mike Brown did shoplift, that's not why police said he was stopped or why he was shot. #mikebrown #ferguson"	0
"So police narrative in #Ferguson is unarmed teen suspected in unarmed robbery was shot to death. We've still got a problem, Chief."	0
#Ferguson cops beat this man – then charged him for getting blood on their uniforms	0
"Increasingly seems like #Ferguson police dept. spent all week playing dress-up, couldn't even be bothered to get its story straight"	0
"Remarkably, despite the military-style police presence in #Ferguson, a known killer was able to skip town"	0
"Police in #Ferguson, once charged a man with destruction of property for bleeding on their uniforms while four of them allegedly beat him."	0
MSNBC is literally reporting that Police Chief CLEARLY said it was about jay walking.     This is a fucking clown show. #Ferguson	0
"First, #MikeBrown was accused of shoplifting. Now, it's a robbery? It's very telling how the #Ferguson PD keeps spewing lie after lie."	0
BREAKING - #Ferguson's police chief has announced Darren Wilson as the cop who shot and killed #MikeBrown. (not the guy named by Anonymous)	0
In what world do you let a cop who killed someone leave town?  #Ferguson	0
KKK already raising money for the police officer who shot and killed #MikeBrown - #Ferguson	0
BREAKING: Darren Wilson named as officer who fatally shot #MichaelBrown in #Ferguson	0
Not just Mike Brown… Second police shooting in #Ferguson leaves man in critical condition	0
#Ferguson is completely shut down. No journalists allowed.	0
"BREAKING: #Ferguson police chief just announced that officer Darren Wilson shot the unarmed teen, Michael Brown."	0
WOKE. #Ferguson #mikebrown RT  10 mins RT  6'4 290. In sandals. RT  Hmm	0
BOMBSHELL: #Ferguson chief says the police officer might not have even known about the robbery when he shot and killed Michael Brown.	0
"So since we now know the officer knew nothing abt a robbery, we must ask why those tapes were released? #Ferguson. But we know why."	0
Hard to believe this guy assaulted a cop. 😂😂😂     #Ferguson	0
So a large Negro robbed a store and then the cops saw a large Negro.    WHAT WERE THEY SUPPOSED TO DO?!?!    Perhaps not execute him. #Ferguson	0
"Michael Brown is the 17 yr old boy who was shot 10x &amp; killed by police in #Ferguson today. Media reports ""police shoot man"". #blackboysonly"	0
#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER	0
Look at his arrive time on the report. This man was still in the store. Exlplain this. #Ferguson #FergusonShooting	0
Report: #Ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009	0
#Ferguson Police: Video Shows Michael Brown Strong-Arming Store Clerk	0
White man aiming down on police...nothing happens. Unarmed black kid walking back from store shot 10 times. #Ferguson	0
